t0;prepTimeComp;MINcomp;Capacity;prepSignal;Message
0;0;0;1;0;Обработка в ЭВМ
10;0;0;1;0;Прием сигнала
10;0;2;0;0;Обработка в канале
10;0;2;1;0;Обработка в ЭВМ
20;0;1;0;0;Обработка в канале
20;0;1;1;0;Обработка в ЭВМ
30;0;1;1;0;Прием сигнала
30;0;1;2;0;Обработка в ЭВМ
40;0;1;2;0;Прием сигнала
40;0;2;1;0;Обработка в канале
40;40;2;0;1;Обработка в ЭВМ
50;40;2;1;1;Обработка в ЭВМ
60;40;2;1;1;Прием сигнала
60;40;0;1;1;Обработка в канале
60;40;0;2;1;Обработка в ЭВМ
70;40;0;3;1;Обработка в ЭВМ
80;40;0;3;1;Прием сигнала
80;40;2;1;1;Обработка в канале
80;80;2;0;2;Обработка в ЭВМ
90;80;2;0;2;Прием сигнала
90;80;0;3;2;Обработка в канале
90;80;0;4;2;Обработка в ЭВМ
100;80;0;4;2;Прием сигнала
100;80;0;4;2;Обработка в ЭВМ
110;80;0;4;2;Прием сигнала
110;80;2;0;2;Обработка в канале
110;80;2;1;2;Обработка в ЭВМ
120;80;2;1;2;Прием сигнала
120;120;2;0;3;Обработка в ЭВМ
130;120;2;0;3;Прием сигнала
130;120;0;4;3;Обработка в канале
130;120;0;4;3;Обработка в ЭВМ
140;120;0;4;3;Прием сигнала
140;120;2;0;3;Обработка в канале
140;120;2;1;3;Обработка в ЭВМ
150;120;0;4;3;Обработка в канале
150;120;0;5;3;Обработка в ЭВМ
160;120;0;5;3;Прием сигнала
160;120;2;1;3;Обработка в канале
160;160;2;0;4;Обработка в ЭВМ
170;160;2;1;4;Обработка в ЭВМ
180;160;2;1;4;Прием сигнала
180;160;0;5;4;Обработка в канале
180;160;0;5;4;Обработка в ЭВМ
190;160;0;5;4;Прием сигнала
190;160;0;5;4;Обработка в ЭВМ
200;160;0;5;4;Прием сигнала
200;160;2;1;4;Обработка в канале
200;200;2;0;5;Обработка в ЭВМ
210;200;2;0;5;Прием сигнала
210;200;2;1;5;Обработка в ЭВМ
220;200;2;1;5;Прием сигнала
220;200;0;5;5;Обработка в канале
220;200;0;5;5;Обработка в ЭВМ
230;200;0;5;5;Прием сигнала
230;200;2;1;5;Обработка в канале
230;200;2;2;5;Обработка в ЭВМ
240;200;2;2;5;Прием сигнала
240;240;2;1;6;Обработка в ЭВМ
250;240;0;5;6;Обработка в канале
250;240;0;5;6;Обработка в ЭВМ
260;240;0;5;6;Прием сигнала
260;240;0;5;6;Обработка в ЭВМ
270;240;0;5;6;Прием сигнала
270;240;2;1;6;Обработка в канале
270;240;2;2;6;Обработка в ЭВМ
280;280;2;1;7;Обработка в ЭВМ
290;280;2;1;7;Прием сигнала
290;280;0;5;7;Обработка в канале
290;280;0;5;7;Обработка в ЭВМ
300;280;0;5;7;Прием сигнала
300;280;2;1;7;Обработка в канале
300;280;2;2;7;Обработка в ЭВМ
310;280;2;2;7;Прием сигнала
310;280;0;5;7;Обработка в канале
310;310;0;4;8;Обработка в ЭВМ
320;310;0;4;8;Прием сигнала
320;310;2;2;8;Обработка в канале
320;310;2;3;8;Обработка в ЭВМ
330;310;2;4;8;Обработка в ЭВМ
340;310;2;4;8;Прием сигнала
340;310;1;2;8;Обработка в канале
340;310;1;3;8;Обработка в ЭВМ
350;310;1;3;8;Прием сигнала
350;310;0;4;8;Обработка в канале
350;350;0;3;9;Обработка в ЭВМ
360;350;0;3;9;Прием сигнала
360;350;0;3;9;Обработка в ЭВМ
370;350;0;3;9;Прием сигнала
370;350;0;3;9;Обработка в канале
370;350;0;4;9;Обработка в ЭВМ
380;350;1;3;9;Обработка в канале
380;350;1;4;9;Обработка в ЭВМ
390;350;1;4;9;Прием сигнала
390;350;0;4;9;Обработка в канале
390;390;0;3;10;Обработка в ЭВМ
400;390;0;4;10;Обработка в ЭВМ
410;390;0;4;10;Прием сигнала
410;390;0;4;10;Обработка в канале
410;390;0;5;10;Обработка в ЭВМ
420;390;0;5;10;Обработка в ЭВМ
430;390;0;5;10;Прием сигнала
430;390;2;4;10;Обработка в канале
430;430;2;3;11;Обработка в ЭВМ
440;430;2;3;11;Прием сигнала
440;430;2;4;11;Обработка в ЭВМ
450;430;2;4;11;Прием сигнала
450;430;0;5;11;Обработка в канале
450;430;0;5;11;Обработка в ЭВМ
460;430;0;5;11;Обработка в ЭВМ
470;430;0;5;11;Прием сигнала
470;430;2;4;11;Обработка в канале
470;470;2;3;12;Обработка в ЭВМ
480;470;2;3;12;Прием сигнала
480;470;0;5;12;Обработка в канале
480;470;0;5;12;Обработка в ЭВМ
490;470;0;5;12;Прием сигнала
490;470;0;5;12;Обработка в ЭВМ
500;470;0;5;12;Прием сигнала
500;470;2;3;12;Обработка в канале
500;470;2;4;12;Обработка в ЭВМ
510;510;2;3;13;Обработка в ЭВМ
520;510;2;3;13;Прием сигнала
520;510;0;5;13;Обработка в канале
520;510;0;5;13;Обработка в ЭВМ
530;510;2;3;13;Обработка в канале
530;510;2;3;13;Обработка в ЭВМ
540;510;2;3;13;Прием сигнала
540;510;2;3;13;Обработка в ЭВМ
550;510;0;5;13;Обработка в канале
550;550;0;4;14;Обработка в ЭВМ
560;550;0;4;14;Обработка в ЭВМ
570;550;0;4;14;Прием сигнала
570;550;2;3;14;Обработка в канале
570;550;2;3;14;Обработка в ЭВМ
580;550;2;3;14;Прием сигнала
580;550;0;4;14;Обработка в канале
580;550;0;4;14;Обработка в ЭВМ
590;550;2;3;14;Обработка в канале
590;590;2;2;15;Обработка в ЭВМ
600;590;2;2;15;Прием сигнала
600;590;0;4;15;Обработка в канале
600;590;0;4;15;Обработка в ЭВМ
610;590;0;4;15;Прием сигнала
610;590;2;2;15;Обработка в канале
610;590;2;3;15;Обработка в ЭВМ
620;590;2;3;15;Прием сигнала
620;590;0;4;15;Обработка в канале
620;590;0;4;15;Обработка в ЭВМ
630;630;0;3;16;Обработка в ЭВМ
640;630;0;3;16;Прием сигнала
640;630;0;3;16;Обработка в канале
640;630;0;4;16;Обработка в ЭВМ
650;630;0;4;16;Прием сигнала
650;630;0;4;16;Обработка в ЭВМ
660;630;0;4;16;Прием сигнала
660;630;2;3;16;Обработка в канале
660;630;2;3;16;Обработка в ЭВМ
670;630;0;4;16;Обработка в канале
670;670;0;3;17;Обработка в ЭВМ
680;670;0;3;17;Прием сигнала
680;670;0;3;17;Обработка в канале
680;670;0;4;17;Обработка в ЭВМ
690;670;2;3;17;Обработка в канале
690;670;2;4;17;Обработка в ЭВМ
700;670;2;4;17;Прием сигнала
700;670;0;4;17;Обработка в канале
700;670;0;4;17;Обработка в ЭВМ
710;710;0;3;18;Обработка в ЭВМ
720;710;0;3;18;Прием сигнала
720;710;0;3;18;Обработка в канале
720;710;0;4;18;Обработка в ЭВМ
730;710;0;4;18;Обработка в канале
730;710;0;4;18;Обработка в ЭВМ
740;710;0;4;18;Прием сигнала
740;710;0;4;18;Обработка в ЭВМ
750;710;0;4;18;Прием сигнала
750;710;0;4;18;Обработка в канале
750;750;0;3;19;Обработка в ЭВМ
760;750;0;4;19;Обработка в ЭВМ
770;750;0;4;19;Прием сигнала
770;750;0;4;19;Обработка в канале
770;750;0;4;19;Обработка в ЭВМ
780;750;0;4;19;Прием сигнала
780;750;0;4;19;Обработка в канале
780;780;0;3;20;Обработка в ЭВМ
790;780;0;3;20;Прием сигнала
790;780;0;3;20;Обработка в канале
790;780;0;4;20;Обработка в ЭВМ
800;780;0;4;20;Прием сигнала
800;780;0;4;20;Обработка в ЭВМ
810;780;0;4;20;Прием сигнала
810;780;0;4;20;Обработка в канале
810;810;0;3;21;Обработка в ЭВМ
820;810;0;3;21;Прием сигнала
820;810;0;3;21;Обработка в канале
820;810;0;4;21;Обработка в ЭВМ
830;810;0;4;21;Прием сигнала
830;810;0;4;21;Обработка в канале
830;810;0;5;21;Обработка в ЭВМ
840;810;0;5;21;Прием сигнала
840;810;2;4;21;Обработка в канале
840;810;2;5;21;Обработка в ЭВМ
850;810;2;5;21;Прием сигнала
850;850;2;4;22;Обработка в ЭВМ
860;850;0;5;22;Обработка в канале
860;850;0;5;22;Обработка в ЭВМ
870;850;0;5;22;Прием сигнала
870;850;2;4;22;Обработка в канале
870;850;2;4;22;Обработка в ЭВМ
880;850;2;4;22;Прием сигнала
880;850;2;4;22;Обработка в ЭВМ
890;850;2;4;22;Прием сигнала
890;850;0;5;22;Обработка в канале
890;890;0;4;23;Обработка в ЭВМ
900;890;0;4;23;Обработка в ЭВМ
910;890;0;4;23;Прием сигнала
910;890;0;4;23;Обработка в канале
910;890;0;5;23;Обработка в ЭВМ
920;890;0;5;23;Прием сигнала
920;890;2;4;23;Обработка в канале
920;890;2;4;23;Обработка в ЭВМ
930;890;2;4;23;Прием сигнала
930;930;2;3;24;Обработка в ЭВМ
940;930;0;5;24;Обработка в канале
940;930;0;5;24;Обработка в ЭВМ
950;930;0;5;24;Прием сигнала
950;930;0;5;24;Обработка в ЭВМ
960;930;0;5;24;Прием сигнала
960;930;2;3;24;Обработка в канале
960;930;2;4;24;Обработка в ЭВМ
970;930;2;4;24;Прием сигнала
970;970;2;3;25;Обработка в ЭВМ
980;970;2;3;25;Прием сигнала
980;970;0;5;25;Обработка в канале
980;970;0;5;25;Обработка в ЭВМ
990;970;2;3;25;Обработка в канале
990;970;2;4;25;Обработка в ЭВМ
1000;970;2;4;25;Прием сигнала
1000;970;2;4;25;Обработка в ЭВМ
1010;970;2;4;25;Прием сигнала
1010;970;0;5;25;Обработка в канале
1010;1010;0;4;26;Обработка в ЭВМ
1020;1010;0;4;26;Обработка в канале
1020;1010;0;4;26;Обработка в ЭВМ
1030;1010;0;4;26;Прием сигнала
1030;1010;0;4;26;Обработка в канале
1030;1010;0;4;26;Обработка в ЭВМ
1040;1010;0;4;26;Прием сигнала
1040;1010;0;4;26;Обработка в канале
1040;1040;0;3;27;Обработка в ЭВМ
1050;1040;0;4;27;Обработка в ЭВМ
1060;1040;0;4;27;Обработка в канале
1060;1040;0;4;27;Обработка в ЭВМ
1070;1040;0;4;27;Прием сигнала
1070;1040;0;4;27;Обработка в канале
1070;1040;0;4;27;Обработка в ЭВМ
1080;1040;0;4;27;Прием сигнала
1080;1080;0;3;28;Обработка в ЭВМ
1090;1080;0;3;28;Прием сигнала
1090;1080;0;3;28;Обработка в канале
1090;1080;0;3;28;Обработка в ЭВМ
1100;1080;0;3;28;Обработка в канале
1100;1080;0;4;28;Обработка в ЭВМ
1110;1080;0;4;28;Прием сигнала
1110;1080;0;4;28;Обработка в канале
1110;1080;0;4;28;Обработка в ЭВМ
1120;1120;0;3;29;Обработка в ЭВМ
1130;1120;0;3;29;Прием сигнала
1130;1120;0;3;29;Обработка в канале
1130;1120;0;4;29;Обработка в ЭВМ
1140;1120;0;4;29;Обработка в канале
1140;1120;0;5;29;Обработка в ЭВМ
1150;1120;0;5;29;Прием сигнала
1150;1120;2;4;29;Обработка в канале
1150;1120;2;4;29;Обработка в ЭВМ
1160;1120;2;4;29;Прием сигнала
1160;1160;2;3;30;Обработка в ЭВМ
1170;1160;2;3;30;Прием сигнала
1170;1160;0;5;30;Обработка в канале
1170;1160;0;5;30;Обработка в ЭВМ
1180;1160;0;5;30;Прием сигнала
1180;1160;0;5;30;Обработка в ЭВМ
1190;1160;0;5;30;Прием сигнала
1190;1160;2;3;30;Обработка в канале
1190;1160;2;3;30;Обработка в ЭВМ
1200;1200;2;2;31;Обработка в ЭВМ
1210;1200;0;5;31;Обработка в канале
1210;1200;0;5;31;Обработка в ЭВМ
1220;1200;0;5;31;Прием сигнала
1220;1200;0;5;31;Обработка в ЭВМ
1230;1200;2;2;31;Обработка в канале
1230;1230;2;1;32;Обработка в ЭВМ
1240;1230;2;2;32;Обработка в ЭВМ
1250;1230;2;2;32;Прием сигнала
1250;1230;0;5;32;Обработка в канале
1250;1230;0;5;32;Обработка в ЭВМ
1260;1230;0;5;32;Прием сигнала
1260;1260;0;4;33;Обработка в ЭВМ
1270;1260;2;2;33;Обработка в канале
1270;1260;2;3;33;Обработка в ЭВМ
1280;1260;2;3;33;Прием сигнала
1280;1260;2;4;33;Обработка в ЭВМ
1290;1260;0;4;33;Обработка в канале
1290;1260;0;4;33;Обработка в ЭВМ
1300;1260;0;4;33;Прием сигнала
1300;1260;0;4;33;Обработка в ЭВМ
1310;1260;0;4;33;Обработка в канале
1310;1310;0;3;34;Обработка в ЭВМ
1320;1310;0;3;34;Прием сигнала
1320;1310;0;3;34;Обработка в канале
1320;1310;0;4;34;Обработка в ЭВМ
1330;1310;0;4;34;Прием сигнала
1330;1310;0;4;34;Обработка в ЭВМ
1340;1310;0;4;34;Прием сигнала
1340;1310;0;4;34;Обработка в канале
1340;1310;0;5;34;Обработка в ЭВМ
1350;1310;0;5;34;Прием сигнала
1350;1350;0;4;35;Обработка в ЭВМ
1360;1350;0;4;35;Прием сигнала
1360;1350;0;4;35;Обработка в канале
1360;1350;0;4;35;Обработка в ЭВМ
1370;1350;0;4;35;Обработка в канале
1370;1350;0;4;35;Обработка в ЭВМ
1380;1350;0;4;35;Прием сигнала
1380;1350;0;4;35;Обработка в канале
1380;1380;0;3;36;Обработка в ЭВМ
1390;1380;0;3;36;Прием сигнала
1390;1380;0;4;36;Обработка в ЭВМ
1400;1380;0;4;36;Прием сигнала
1400;1380;0;4;36;Обработка в канале
1400;1380;0;4;36;Обработка в ЭВМ
1410;1380;0;4;36;Прием сигнала
1410;1380;0;4;36;Обработка в канале
1410;1380;0;5;36;Обработка в ЭВМ
1420;1380;0;5;36;Прием сигнала
1420;1380;2;4;36;Обработка в канале
1420;1420;2;3;37;Обработка в ЭВМ
1430;1420;2;3;37;Прием сигнала
1430;1420;0;5;37;Обработка в канале
1430;1420;0;5;37;Обработка в ЭВМ
1440;1420;0;5;37;Прием сигнала
1440;1420;2;3;37;Обработка в канале
1440;1420;2;3;37;Обработка в ЭВМ
1450;1420;2;3;37;Прием сигнала
1450;1420;2;4;37;Обработка в ЭВМ
1460;1420;0;5;37;Обработка в канале
1460;1460;0;4;38;Обработка в ЭВМ
1470;1460;0;4;38;Прием сигнала
1470;1460;0;5;38;Обработка в ЭВМ
1480;1460;0;5;38;Прием сигнала
1480;1460;2;4;38;Обработка в канале
1480;1460;2;4;38;Обработка в ЭВМ
1490;1460;2;4;38;Прием сигнала
1490;1460;0;5;38;Обработка в канале
1490;1460;0;5;38;Обработка в ЭВМ
1500;1500;0;4;39;Обработка в ЭВМ
1510;1500;0;4;39;Обработка в канале
1510;1500;0;4;39;Обработка в ЭВМ
1520;1500;0;4;39;Прием сигнала
1520;1500;0;4;39;Обработка в канале
1520;1500;0;4;39;Обработка в ЭВМ
1530;1500;0;4;39;Обработка в канале
1530;1500;0;4;39;Обработка в ЭВМ
1540;1500;0;4;39;Прием сигнала
1540;1540;0;3;40;Обработка в ЭВМ
1550;1540;0;3;40;Прием сигнала
1550;1540;0;3;40;Обработка в канале
1550;1540;0;4;40;Обработка в ЭВМ
1560;1540;0;4;40;Обработка в канале
1560;1540;0;4;40;Обработка в ЭВМ
1570;1540;0;4;40;Прием сигнала
1570;1540;0;4;40;Обработка в канале
1570;1540;0;5;40;Обработка в ЭВМ
1580;1580;0;4;41;Обработка в ЭВМ
1590;1580;0;4;41;Прием сигнала
1590;1580;0;4;41;Обработка в канале
1590;1580;0;5;41;Обработка в ЭВМ
1600;1580;0;5;41;Прием сигнала
1600;1580;0;5;41;Обработка в ЭВМ
1610;1580;2;4;41;Обработка в канале
1610;1580;2;4;41;Обработка в ЭВМ
1620;1580;0;5;41;Обработка в канале
1620;1620;0;4;42;Обработка в ЭВМ
1630;1620;0;4;42;Прием сигнала
1630;1620;0;4;42;Обработка в ЭВМ
1640;1620;0;4;42;Обработка в канале
1640;1620;0;4;42;Обработка в ЭВМ
1650;1620;0;4;42;Прием сигнала
1650;1620;0;5;42;Обработка в ЭВМ
1660;1620;0;5;42;Прием сигнала
1660;1620;2;4;42;Обработка в канале
1660;1660;2;3;43;Обработка в ЭВМ
1670;1660;2;3;43;Прием сигнала
1670;1660;0;5;43;Обработка в канале
1670;1660;0;5;43;Обработка в ЭВМ
1680;1660;2;3;43;Обработка в канале
1680;1660;2;4;43;Обработка в ЭВМ
1690;1660;2;4;43;Прием сигнала
1690;1660;0;5;43;Обработка в канале
1690;1660;0;5;43;Обработка в ЭВМ
1700;1660;2;4;43;Обработка в канале
1700;1700;2;3;44;Обработка в ЭВМ
1710;1700;2;3;44;Прием сигнала
1710;1700;0;5;44;Обработка в канале
1710;1700;0;5;44;Обработка в ЭВМ
1720;1700;2;3;44;Обработка в канале
1720;1700;2;4;44;Обработка в ЭВМ
1730;1700;2;4;44;Прием сигнала
1730;1700;2;4;44;Обработка в ЭВМ
1740;1700;0;5;44;Обработка в канале
1740;1740;0;4;45;Обработка в ЭВМ
1750;1740;0;4;45;Прием сигнала
1750;1740;0;4;45;Обработка в ЭВМ
1760;1740;0;4;45;Обработка в канале
1760;1740;0;4;45;Обработка в ЭВМ
1770;1740;0;4;45;Прием сигнала
1770;1740;0;4;45;Обработка в ЭВМ
1780;1740;0;4;45;Прием сигнала
1780;1740;0;4;45;Обработка в канале
1780;1780;0;3;46;Обработка в ЭВМ
1790;1780;0;3;46;Прием сигнала
1790;1780;0;3;46;Обработка в ЭВМ
1800;1780;0;3;46;Обработка в канале
1800;1780;0;4;46;Обработка в ЭВМ
1810;1780;0;4;46;Прием сигнала
1810;1780;0;4;46;Обработка в ЭВМ
1820;1780;0;4;46;Прием сигнала
1820;1780;0;4;46;Обработка в канале
1820;1820;0;3;47;Обработка в ЭВМ
1830;1820;0;3;47;Прием сигнала
1830;1820;0;4;47;Обработка в ЭВМ
1840;1820;0;4;47;Прием сигнала
1840;1820;0;4;47;Обработка в канале
1840;1820;0;4;47;Обработка в ЭВМ
1850;1820;0;4;47;Прием сигнала
1850;1820;0;4;47;Обработка в канале
1850;1820;0;4;47;Обработка в ЭВМ
1860;1820;0;4;47;Обработка в канале
1860;1860;0;3;48;Обработка в ЭВМ
1870;1860;0;3;48;Прием сигнала
1870;1860;0;3;48;Обработка в канале
1870;1860;0;4;48;Обработка в ЭВМ
1880;1860;0;4;48;Прием сигнала
1880;1860;0;4;48;Обработка в канале
1880;1860;0;5;48;Обработка в ЭВМ
1890;1860;2;4;48;Обработка в канале
1890;1890;2;3;49;Обработка в ЭВМ
1900;1890;2;3;49;Прием сигнала
1900;1890;0;5;49;Обработка в канале
1900;1890;0;5;49;Обработка в ЭВМ
1910;1890;0;5;49;Прием сигнала
1910;1890;0;5;49;Обработка в ЭВМ
1920;1890;2;3;49;Обработка в канале
1920;1890;2;4;49;Обработка в ЭВМ
1930;1890;2;4;49;Прием сигнала
1930;1930;2;3;50;Обработка в ЭВМ
1940;1930;2;3;50;Прием сигнала
1940;1930;0;5;50;Обработка в канале
1940;1930;0;5;50;Обработка в ЭВМ
1950;1930;0;5;50;Прием сигнала
1950;1930;2;3;50;Обработка в канале
1950;1930;2;4;50;Обработка в ЭВМ
1960;1930;2;4;50;Прием сигнала
1960;1930;2;4;50;Обработка в ЭВМ
1970;1930;0;5;50;Обработка в канале
1970;1970;0;4;51;Обработка в ЭВМ
1980;1970;0;4;51;Прием сигнала
1980;1970;0;4;51;Обработка в ЭВМ
1990;1970;0;4;51;Прием сигнала
1990;1970;0;4;51;Обработка в канале
1990;1970;0;5;51;Обработка в ЭВМ
2000;1970;0;5;51;Обработка в ЭВМ
2010;1970;0;5;51;Прием сигнала
2010;1970;2;4;51;Обработка в канале
2010;2010;2;3;52;Обработка в ЭВМ
2020;2010;2;3;52;Прием сигнала
2020;2010;2;3;52;Обработка в ЭВМ
2030;2010;0;5;52;Обработка в канале
2030;2010;0;5;52;Обработка в ЭВМ
2040;2010;0;5;52;Прием сигнала
2040;2010;2;3;52;Обработка в канале
2040;2040;2;2;53;Обработка в ЭВМ
2050;2040;2;2;53;Прием сигнала
2050;2040;2;3;53;Обработка в ЭВМ
2060;2040;0;5;53;Обработка в канале
2060;2040;0;5;53;Обработка в ЭВМ
2070;2040;0;5;53;Прием сигнала
2070;2040;2;3;53;Обработка в канале
2070;2040;2;4;53;Обработка в ЭВМ
2080;2040;2;4;53;Прием сигнала
2080;2080;2;3;54;Обработка в ЭВМ
2090;2080;0;5;54;Обработка в канале
2090;2080;0;5;54;Обработка в ЭВМ
2100;2080;0;5;54;Прием сигнала
2100;2080;0;5;54;Обработка в ЭВМ
2110;2080;0;5;54;Прием сигнала
2110;2080;2;3;54;Обработка в канале
2110;2080;2;4;54;Обработка в ЭВМ
2120;2080;2;4;54;Прием сигнала
2120;2080;0;5;54;Обработка в канале
2120;2120;0;4;55;Обработка в ЭВМ
2130;2120;0;4;55;Прием сигнала
2130;2120;0;5;55;Обработка в ЭВМ
2140;2120;0;5;55;Прием сигнала
2140;2120;2;4;55;Обработка в канале
2140;2120;2;4;55;Обработка в ЭВМ
2150;2120;0;5;55;Обработка в канале
2150;2120;0;5;55;Обработка в ЭВМ
2160;2120;0;5;55;Прием сигнала
2160;2160;0;4;56;Обработка в ЭВМ
2170;2160;0;4;56;Обработка в канале
2170;2160;0;4;56;Обработка в ЭВМ
2180;2160;0;4;56;Обработка в канале
2180;2160;0;4;56;Обработка в ЭВМ
2190;2160;0;4;56;Прием сигнала
2190;2190;0;3;57;Обработка в ЭВМ
2200;2190;0;3;57;Прием сигнала
2200;2190;0;3;57;Обработка в канале
2200;2190;0;4;57;Обработка в ЭВМ
2210;2190;0;4;57;Обработка в ЭВМ
2220;2190;0;4;57;Прием сигнала
2220;2190;0;4;57;Обработка в канале
2220;2190;0;4;57;Обработка в ЭВМ
2230;2190;0;4;57;Прием сигнала
2230;2230;0;3;58;Обработка в ЭВМ
2240;2230;0;3;58;Прием сигнала
2240;2230;0;3;58;Обработка в канале
2240;2230;0;4;58;Обработка в ЭВМ
2250;2230;0;4;58;Прием сигнала
2250;2230;0;4;58;Обработка в ЭВМ
2260;2230;0;4;58;Прием сигнала
2260;2230;0;4;58;Обработка в канале
2260;2230;0;4;58;Обработка в ЭВМ
2270;2270;0;3;59;Обработка в ЭВМ
2280;2270;0;3;59;Прием сигнала
2280;2270;0;3;59;Обработка в канале
2280;2270;0;4;59;Обработка в ЭВМ
2290;2270;0;4;59;Прием сигнала
2290;2270;0;4;59;Обработка в ЭВМ
2300;2270;0;4;59;Обработка в канале
2300;2300;0;3;60;Обработка в ЭВМ
2310;2300;0;3;60;Прием сигнала
2310;2300;0;4;60;Обработка в ЭВМ
2320;2300;0;4;60;Прием сигнала
2320;2300;0;4;60;Обработка в канале
2320;2300;0;4;60;Обработка в ЭВМ
2330;2300;0;4;60;Прием сигнала
2330;2300;0;5;60;Обработка в ЭВМ
2340;2300;2;4;60;Обработка в канале
2340;2340;2;3;61;Обработка в ЭВМ
2350;2340;2;3;61;Прием сигнала
2350;2340;0;5;61;Обработка в канале
2350;2340;0;5;61;Обработка в ЭВМ
2360;2340;2;3;61;Обработка в канале
2360;2340;2;4;61;Обработка в ЭВМ
2370;2340;0;5;61;Обработка в канале
2370;2340;0;5;61;Обработка в ЭВМ
2380;2340;0;5;61;Прием сигнала
2380;2340;2;4;61;Обработка в канале
2380;2380;2;3;62;Обработка в ЭВМ
2390;2380;2;3;62;Прием сигнала
2390;2380;2;4;62;Обработка в ЭВМ
2400;2380;2;4;62;Прием сигнала
2400;2380;0;5;62;Обработка в канале
2400;2380;0;5;62;Обработка в ЭВМ
2410;2380;0;5;62;Прием сигнала
2410;2380;2;4;62;Обработка в канале
2410;2380;2;4;62;Обработка в ЭВМ
2420;2380;2;4;62;Прием сигнала
2420;2420;2;3;63;Обработка в ЭВМ
2430;2420;0;5;63;Обработка в канале
2430;2420;0;5;63;Обработка в ЭВМ
2440;2420;0;5;63;Прием сигнала
2440;2420;2;3;63;Обработка в канале
2440;2420;2;4;63;Обработка в ЭВМ
2450;2420;2;4;63;Прием сигнала
2450;2420;0;5;63;Обработка в канале
2450;2450;0;4;64;Обработка в ЭВМ
2460;2450;0;4;64;Обработка в канале
2460;2450;0;4;64;Обработка в ЭВМ
2470;2450;0;4;64;Прием сигнала
2470;2450;0;4;64;Обработка в канале
2470;2450;0;4;64;Обработка в ЭВМ
2480;2450;0;4;64;Обработка в ЭВМ
2490;2450;0;4;64;Прием сигнала
2490;2450;0;4;64;Обработка в канале
2490;2490;0;3;65;Обработка в ЭВМ
2500;2490;0;3;65;Прием сигнала
2500;2490;0;3;65;Обработка в канале
2500;2490;0;4;65;Обработка в ЭВМ
2510;2490;0;4;65;Обработка в канале
2510;2490;0;4;65;Обработка в ЭВМ
2520;2490;0;4;65;Прием сигнала
2520;2490;0;4;65;Обработка в ЭВМ
2530;2490;0;4;65;Прием сигнала
2530;2490;0;4;65;Обработка в канале
2530;2530;0;3;66;Обработка в ЭВМ
2540;2530;0;4;66;Обработка в ЭВМ
2550;2530;0;4;66;Обработка в канале
2550;2530;0;4;66;Обработка в ЭВМ
2560;2530;0;4;66;Прием сигнала
2560;2530;0;4;66;Обработка в канале
2560;2530;0;4;66;Обработка в ЭВМ
2570;2530;0;4;66;Обработка в канале
2570;2570;0;3;67;Обработка в ЭВМ
2580;2570;0;3;67;Прием сигнала
2580;2570;0;3;67;Обработка в канале
2580;2570;0;4;67;Обработка в ЭВМ
2590;2570;0;4;67;Прием сигнала
2590;2570;0;4;67;Обработка в ЭВМ
2600;2570;0;4;67;Прием сигнала
2600;2570;0;4;67;Обработка в канале
2600;2600;0;3;68;Обработка в ЭВМ
2610;2600;0;3;68;Прием сигнала
2610;2600;0;3;68;Обработка в канале
2610;2600;0;4;68;Обработка в ЭВМ
2620;2600;0;4;68;Прием сигнала
2620;2600;0;4;68;Обработка в канале
2620;2600;0;4;68;Обработка в ЭВМ
2630;2600;0;4;68;Прием сигнала
2630;2600;0;4;68;Обработка в канале
2630;2600;0;4;68;Обработка в ЭВМ
2640;2600;0;4;68;Прием сигнала
2640;2600;0;4;68;Обработка в канале
2640;2640;0;3;69;Обработка в ЭВМ
2650;2640;0;3;69;Обработка в канале
2650;2640;0;4;69;Обработка в ЭВМ
2660;2640;0;4;69;Прием сигнала
2660;2640;0;4;69;Обработка в канале
2660;2640;0;4;69;Обработка в ЭВМ
2670;2640;0;4;69;Прием сигнала
2670;2640;0;4;69;Обработка в ЭВМ
2680;2640;0;4;69;Прием сигнала
2680;2640;0;4;69;Обработка в канале
2680;2680;0;3;70;Обработка в ЭВМ
2690;2680;0;3;70;Обработка в канале
2690;2680;0;4;70;Обработка в ЭВМ
2700;2680;0;4;70;Прием сигнала
2700;2680;0;5;70;Обработка в ЭВМ
2710;2680;2;4;70;Обработка в канале
2710;2680;2;4;70;Обработка в ЭВМ
2720;2680;2;4;70;Прием сигнала
2720;2720;2;3;71;Обработка в ЭВМ
2730;2720;0;5;71;Обработка в канале
2730;2720;0;5;71;Обработка в ЭВМ
2740;2720;0;5;71;Прием сигнала
2740;2720;0;5;71;Обработка в ЭВМ
2750;2720;0;5;71;Прием сигнала
2750;2720;2;3;71;Обработка в канале
2750;2720;2;4;71;Обработка в ЭВМ
2760;2720;2;4;71;Прием сигнала
2760;2760;2;3;72;Обработка в ЭВМ
2770;2760;0;5;72;Обработка в канале
2770;2760;0;5;72;Обработка в ЭВМ
2780;2760;0;5;72;Прием сигнала
2780;2760;2;3;72;Обработка в канале
2780;2760;2;4;72;Обработка в ЭВМ
2790;2760;2;4;72;Обработка в ЭВМ
2800;2760;2;4;72;Прием сигнала
2800;2760;0;5;72;Обработка в канале
2800;2800;0;4;73;Обработка в ЭВМ
2810;2800;0;4;73;Прием сигнала
2810;2800;0;4;73;Обработка в канале
2810;2800;0;4;73;Обработка в ЭВМ
