t0;prepTimeComp;MINcomp;Capacity;prepSignal;Message
34760;34760;0;3;901;Обработка в ЭВМ
34770;34760;0;3;901;Обработка в канале
34770;34760;0;4;901;Обработка в ЭВМ
34780;34760;0;4;901;Прием сигнала
34780;34760;0;5;901;Обработка в ЭВМ
34790;34760;0;5;901;Прием сигнала
34790;34760;0;5;901;Обработка в канале
34790;34760;0;5;901;Обработка в ЭВМ
34800;34760;0;5;901;Прием сигнала
34800;34800;0;4;902;Обработка в ЭВМ
34810;34800;0;4;902;Обработка в канале
34810;34800;0;4;902;Обработка в ЭВМ
34820;34800;0;4;902;Прием сигнала
34820;34800;0;5;902;Обработка в ЭВМ
34830;34800;0;5;902;Прием сигнала
34830;34800;0;5;902;Обработка в канале
34830;34800;0;5;902;Обработка в ЭВМ
34840;34840;0;4;903;Обработка в ЭВМ
34850;34840;0;4;903;Прием сигнала
34850;34840;0;4;903;Обработка в канале
34850;34840;0;4;903;Обработка в ЭВМ
34860;34840;0;4;903;Обработка в канале
34860;34840;0;4;903;Обработка в ЭВМ
34870;34840;0;4;903;Прием сигнала
34870;34840;0;4;903;Обработка в канале
34870;34840;0;4;903;Обработка в ЭВМ
34880;34840;0;4;903;Обработка в канале
34880;34880;0;3;904;Обработка в ЭВМ
34890;34880;0;3;904;Прием сигнала
34890;34880;0;3;904;Обработка в канале
34890;34880;0;3;904;Обработка в ЭВМ
34900;34880;0;3;904;Прием сигнала
34900;34880;0;3;904;Обработка в канале
34900;34880;0;4;904;Обработка в ЭВМ
34910;34880;0;4;904;Обработка в канале
34910;34880;0;5;904;Обработка в ЭВМ
34920;34920;0;4;905;Обработка в ЭВМ
34930;34920;0;4;905;Прием сигнала
34930;34920;0;4;905;Обработка в канале
34930;34920;0;4;905;Обработка в ЭВМ
34940;34920;0;4;905;Прием сигнала
34940;34920;0;4;905;Обработка в канале
34940;34920;0;4;905;Обработка в ЭВМ
34950;34920;0;4;905;Прием сигнала
34950;34920;0;4;905;Обработка в канале
34950;34920;0;4;905;Обработка в ЭВМ
34960;34920;0;4;905;Обработка в канале
34960;34960;0;3;906;Обработка в ЭВМ
34970;34960;0;3;906;Обработка в канале
34970;34960;0;4;906;Обработка в ЭВМ
34980;34960;0;4;906;Прием сигнала
34980;34960;0;4;906;Обработка в ЭВМ
34990;34960;0;4;906;Прием сигнала
34990;34960;0;4;906;Обработка в канале
34990;34960;0;4;906;Обработка в ЭВМ
35000;35000;0;3;907;Обработка в ЭВМ
35010;35000;0;3;907;Прием сигнала
35010;35000;0;3;907;Обработка в канале
35010;35000;0;4;907;Обработка в ЭВМ
35020;35000;0;4;907;Обработка в канале
35020;35000;0;5;907;Обработка в ЭВМ
35030;35000;0;5;907;Прием сигнала
35030;35000;0;5;907;Обработка в канале
35030;35000;0;5;907;Обработка в ЭВМ
35040;35000;0;5;907;Обработка в канале
35040;35040;0;4;908;Обработка в ЭВМ
35050;35040;0;4;908;Прием сигнала
35050;35040;0;4;908;Обработка в ЭВМ
35060;35040;0;4;908;Обработка в канале
35060;35040;0;4;908;Обработка в ЭВМ
35070;35040;0;4;908;Прием сигнала
35070;35040;0;4;908;Обработка в канале
35070;35040;0;4;908;Обработка в ЭВМ
35080;35040;0;4;908;Прием сигнала
35080;35040;0;4;908;Обработка в канале
35080;35080;0;3;909;Обработка в ЭВМ
35090;35080;0;3;909;Прием сигнала
35090;35080;0;3;909;Обработка в ЭВМ
35100;35080;0;3;909;Обработка в канале
35100;35080;0;4;909;Обработка в ЭВМ
35110;35080;0;4;909;Прием сигнала
35110;35080;0;4;909;Обработка в канале
35110;35080;0;4;909;Обработка в ЭВМ
35120;35080;0;4;909;Обработка в канале
35120;35120;0;3;910;Обработка в ЭВМ
35130;35120;0;3;910;Прием сигнала
35130;35120;0;4;910;Обработка в ЭВМ
35140;35120;0;4;910;Прием сигнала
35140;35120;0;4;910;Обработка в канале
35140;35120;0;4;910;Обработка в ЭВМ
35150;35120;0;4;910;Обработка в канале
35150;35120;0;4;910;Обработка в ЭВМ
35160;35120;0;4;910;Прием сигнала
35160;35160;0;3;911;Обработка в ЭВМ
35170;35160;0;3;911;Обработка в канале
35170;35160;0;4;911;Обработка в ЭВМ
35180;35160;0;4;911;Прием сигнала
35180;35160;0;4;911;Обработка в канале
35180;35160;0;5;911;Обработка в ЭВМ
35190;35160;0;5;911;Прием сигнала
35190;35160;0;5;911;Обработка в ЭВМ
35200;35160;0;5;911;Прием сигнала
35200;35160;0;5;911;Обработка в канале
35200;35200;0;4;912;Обработка в ЭВМ
35210;35200;0;4;912;Прием сигнала
35210;35200;0;4;912;Обработка в ЭВМ
35220;35200;0;4;912;Прием сигнала
35220;35200;0;4;912;Обработка в канале
35220;35200;0;5;912;Обработка в ЭВМ
35230;35200;0;5;912;Обработка в ЭВМ
35240;35200;0;5;912;Прием сигнала
35240;35200;0;5;912;Обработка в канале
35240;35240;0;4;913;Обработка в ЭВМ
35250;35240;0;5;913;Обработка в ЭВМ
35260;35240;0;5;913;Прием сигнала
35260;35240;0;5;913;Обработка в канале
35260;35240;0;5;913;Обработка в ЭВМ
35270;35240;0;5;913;Прием сигнала
35270;35240;0;5;913;Обработка в ЭВМ
35280;35240;0;5;913;Прием сигнала
35280;35240;0;5;913;Обработка в канале
35280;35280;0;4;914;Обработка в ЭВМ
35290;35280;0;4;914;Прием сигнала
35290;35280;0;4;914;Обработка в ЭВМ
35300;35280;0;4;914;Прием сигнала
35300;35280;0;4;914;Обработка в канале
35300;35280;0;4;914;Обработка в ЭВМ
35310;35280;0;4;914;Обработка в канале
35310;35280;0;4;914;Обработка в ЭВМ
35320;35280;0;4;914;Прием сигнала
35320;35280;0;4;914;Обработка в канале
35320;35320;0;3;915;Обработка в ЭВМ
35330;35320;0;3;915;Прием сигнала
35330;35320;0;3;915;Обработка в канале
35330;35320;0;4;915;Обработка в ЭВМ
35340;35320;0;4;915;Прием сигнала
35340;35320;0;4;915;Обработка в канале
35340;35320;0;4;915;Обработка в ЭВМ
35350;35320;0;4;915;Прием сигнала
35350;35320;0;4;915;Обработка в канале
35350;35320;0;4;915;Обработка в ЭВМ
35360;35320;0;4;915;Прием сигнала
35360;35360;0;3;916;Обработка в ЭВМ
35370;35360;0;3;916;Прием сигнала
35370;35360;0;3;916;Обработка в канале
35370;35360;0;4;916;Обработка в ЭВМ
35380;35360;0;4;916;Прием сигнала
35380;35360;0;4;916;Обработка в канале
35380;35360;0;4;916;Обработка в ЭВМ
35390;35360;0;4;916;Прием сигнала
35390;35360;0;4;916;Обработка в ЭВМ
35400;35360;0;4;916;Обработка в канале
35400;35400;0;3;917;Обработка в ЭВМ
35410;35400;0;3;917;Прием сигнала
35410;35400;0;4;917;Обработка в ЭВМ
35420;35400;0;4;917;Прием сигнала
35420;35400;0;4;917;Обработка в канале
35420;35400;0;4;917;Обработка в ЭВМ
35430;35400;0;4;917;Прием сигнала
35430;35400;0;4;917;Обработка в ЭВМ
35440;35400;0;4;917;Прием сигнала
35440;35400;0;4;917;Обработка в канале
35440;35440;0;3;918;Обработка в ЭВМ
35450;35440;0;3;918;Прием сигнала
35450;35440;0;3;918;Обработка в канале
35450;35440;0;4;918;Обработка в ЭВМ
35460;35440;0;4;918;Прием сигнала
35460;35440;0;4;918;Обработка в канале
35460;35440;0;5;918;Обработка в ЭВМ
35470;35440;0;5;918;Прием сигнала
35470;35440;0;5;918;Обработка в ЭВМ
35480;35440;0;5;918;Обработка в канале
35480;35480;0;4;919;Обработка в ЭВМ
35490;35480;0;4;919;Прием сигнала
35490;35480;0;4;919;Обработка в канале
35490;35480;0;4;919;Обработка в ЭВМ
35500;35480;0;4;919;Прием сигнала
35500;35480;0;4;919;Обработка в канале
35500;35480;0;4;919;Обработка в ЭВМ
35510;35480;0;4;919;Прием сигнала
35510;35480;0;4;919;Обработка в канале
35510;35510;0;3;920;Обработка в ЭВМ
35520;35510;0;3;920;Прием сигнала
35520;35510;0;4;920;Обработка в ЭВМ
35530;35510;0;4;920;Прием сигнала
35530;35510;0;4;920;Обработка в канале
35530;35510;0;4;920;Обработка в ЭВМ
35540;35510;0;4;920;Прием сигнала
35540;35510;0;4;920;Обработка в ЭВМ
35550;35510;0;4;920;Прием сигнала
35550;35510;0;4;920;Обработка в канале
35550;35550;0;3;921;Обработка в ЭВМ
35560;35550;0;3;921;Обработка в канале
35560;35550;0;4;921;Обработка в ЭВМ
35570;35550;0;4;921;Прием сигнала
35570;35550;0;4;921;Обработка в канале
35570;35550;0;4;921;Обработка в ЭВМ
35580;35550;0;4;921;Прием сигнала
35580;35550;0;4;921;Обработка в ЭВМ
35590;35550;0;4;921;Прием сигнала
35590;35550;0;4;921;Обработка в канале
35590;35590;0;3;922;Обработка в ЭВМ
35600;35590;0;3;922;Прием сигнала
35600;35590;0;4;922;Обработка в ЭВМ
35610;35590;0;4;922;Прием сигнала
35610;35590;0;4;922;Обработка в канале
35610;35590;0;4;922;Обработка в ЭВМ
35620;35590;0;4;922;Обработка в канале
35620;35620;0;3;923;Обработка в ЭВМ
35630;35620;0;3;923;Прием сигнала
35630;35620;0;3;923;Обработка в канале
35630;35620;0;3;923;Обработка в ЭВМ
35640;35620;0;3;923;Прием сигнала
35640;35620;0;3;923;Обработка в канале
35640;35620;0;4;923;Обработка в ЭВМ
35650;35620;0;4;923;Обработка в ЭВМ
35660;35620;0;4;923;Прием сигнала
35660;35620;0;4;923;Обработка в канале
35660;35660;0;3;924;Обработка в ЭВМ
35670;35660;0;3;924;Обработка в ЭВМ
35680;35660;0;3;924;Обработка в канале
35680;35660;0;4;924;Обработка в ЭВМ
35690;35660;0;4;924;Прием сигнала
35690;35660;0;4;924;Обработка в ЭВМ
35700;35660;0;4;924;Прием сигнала
35700;35660;0;4;924;Обработка в канале
35700;35700;0;3;925;Обработка в ЭВМ
35710;35700;0;3;925;Прием сигнала
35710;35700;0;3;925;Обработка в канале
35710;35700;0;4;925;Обработка в ЭВМ
35720;35700;0;4;925;Прием сигнала
35720;35700;0;4;925;Обработка в канале
35720;35700;0;4;925;Обработка в ЭВМ
35730;35700;0;4;925;Прием сигнала
35730;35700;0;4;925;Обработка в канале
35730;35700;0;4;925;Обработка в ЭВМ
35740;35700;0;4;925;Прием сигнала
35740;35740;0;3;926;Обработка в ЭВМ
35750;35740;0;3;926;Прием сигнала
35750;35740;0;3;926;Обработка в канале
35750;35740;0;4;926;Обработка в ЭВМ
35760;35740;0;4;926;Обработка в ЭВМ
35770;35740;0;4;926;Прием сигнала
35770;35740;0;4;926;Обработка в канале
35770;35740;0;4;926;Обработка в ЭВМ
35780;35740;0;4;926;Прием сигнала
35780;35740;0;4;926;Обработка в канале
35780;35780;0;3;927;Обработка в ЭВМ
35790;35780;0;3;927;Прием сигнала
35790;35780;0;3;927;Обработка в канале
35790;35780;0;3;927;Обработка в ЭВМ
35800;35780;0;3;927;Прием сигнала
35800;35780;0;3;927;Обработка в ЭВМ
35810;35780;0;3;927;Обработка в канале
35810;35780;0;3;927;Обработка в ЭВМ
35820;35780;0;3;927;Прием сигнала
35820;35820;0;2;928;Обработка в ЭВМ
35830;35820;0;2;928;Прием сигнала
35830;35820;0;2;928;Обработка в канале
35830;35820;0;3;928;Обработка в ЭВМ
35840;35820;0;3;928;Прием сигнала
35840;35820;0;4;928;Обработка в ЭВМ
35850;35820;0;4;928;Прием сигнала
35850;35820;0;4;928;Обработка в канале
35850;35820;0;4;928;Обработка в ЭВМ
35860;35860;0;3;929;Обработка в ЭВМ
35870;35860;0;3;929;Обработка в канале
35870;35860;0;4;929;Обработка в ЭВМ
35880;35860;0;4;929;Прием сигнала
35880;35860;0;5;929;Обработка в ЭВМ
35890;35860;0;5;929;Прием сигнала
35890;35860;0;5;929;Обработка в канале
35890;35860;0;5;929;Обработка в ЭВМ
35900;35860;0;5;929;Прием сигнала
35900;35900;0;4;930;Обработка в ЭВМ
35910;35900;0;4;930;Обработка в канале
35910;35900;0;4;930;Обработка в ЭВМ
35920;35900;0;4;930;Обработка в канале
35920;35900;0;4;930;Обработка в ЭВМ
35930;35900;0;4;930;Прием сигнала
35930;35900;0;4;930;Обработка в канале
35930;35900;0;4;930;Обработка в ЭВМ
35940;35900;0;4;930;Прием сигнала
35940;35900;0;4;930;Обработка в канале
35940;35940;0;3;931;Обработка в ЭВМ
35950;35940;0;3;931;Прием сигнала
35950;35940;0;3;931;Обработка в канале
35950;35940;0;3;931;Обработка в ЭВМ
35960;35940;0;3;931;Прием сигнала
35960;35940;0;3;931;Обработка в канале
35960;35940;0;3;931;Обработка в ЭВМ
35970;35940;0;3;931;Прием сигнала
35970;35940;0;3;931;Обработка в канале
35970;35940;0;3;931;Обработка в ЭВМ
35980;35940;0;3;931;Прием сигнала
35980;35940;0;3;931;Обработка в канале
35980;35980;0;2;932;Обработка в ЭВМ
35990;35980;0;3;932;Обработка в ЭВМ
36000;35980;0;3;932;Обработка в канале
36000;35980;0;4;932;Обработка в ЭВМ
36010;35980;0;4;932;Прием сигнала
36010;35980;0;4;932;Обработка в ЭВМ
36020;35980;0;4;932;Прием сигнала
36020;35980;0;4;932;Обработка в канале
36020;36020;0;3;933;Обработка в ЭВМ
36030;36020;0;3;933;Прием сигнала
36030;36020;0;3;933;Обработка в канале
36030;36020;0;4;933;Обработка в ЭВМ
36040;36020;0;4;933;Прием сигнала
36040;36020;0;4;933;Обработка в ЭВМ
36050;36020;0;4;933;Прием сигнала
36050;36020;0;4;933;Обработка в канале
36050;36020;0;4;933;Обработка в ЭВМ
36060;36020;0;4;933;Прием сигнала
36060;36060;0;3;934;Обработка в ЭВМ
36070;36060;0;3;934;Прием сигнала
36070;36060;0;3;934;Обработка в канале
36070;36060;0;4;934;Обработка в ЭВМ
36080;36060;0;4;934;Обработка в канале
36080;36060;0;4;934;Обработка в ЭВМ
36090;36060;0;4;934;Прием сигнала
36090;36060;0;4;934;Обработка в канале
36090;36060;0;4;934;Обработка в ЭВМ
36100;36060;0;4;934;Прием сигнала
36100;36060;0;4;934;Обработка в канале
36100;36100;0;3;935;Обработка в ЭВМ
36110;36100;0;3;935;Обработка в канале
36110;36100;0;4;935;Обработка в ЭВМ
36120;36100;0;4;935;Прием сигнала
36120;36100;0;4;935;Обработка в канале
36120;36100;0;4;935;Обработка в ЭВМ
36130;36100;0;4;935;Прием сигнала
36130;36100;0;4;935;Обработка в канале
36130;36100;0;4;935;Обработка в ЭВМ
36140;36100;0;4;935;Прием сигнала
36140;36140;0;3;936;Обработка в ЭВМ
36150;36140;0;3;936;Обработка в канале
36150;36140;0;4;936;Обработка в ЭВМ
36160;36140;0;4;936;Прием сигнала
36160;36140;0;4;936;Обработка в ЭВМ
36170;36140;0;4;936;Прием сигнала
36170;36140;0;4;936;Обработка в канале
36170;36140;0;4;936;Обработка в ЭВМ
36180;36140;0;4;936;Прием сигнала
36180;36180;0;3;937;Обработка в ЭВМ
36190;36180;0;3;937;Прием сигнала
36190;36180;0;3;937;Обработка в канале
36190;36180;0;4;937;Обработка в ЭВМ
36200;36180;0;4;937;Прием сигнала
36200;36180;0;4;937;Обработка в ЭВМ
36210;36180;0;4;937;Прием сигнала
36210;36180;0;4;937;Обработка в канале
36210;36180;0;4;937;Обработка в ЭВМ
36220;36180;0;4;937;Прием сигнала
36220;36180;0;4;937;Обработка в канале
36220;36220;0;3;938;Обработка в ЭВМ
36230;36220;0;3;938;Обработка в ЭВМ
36240;36220;0;3;938;Прием сигнала
36240;36220;0;3;938;Обработка в канале
36240;36220;0;4;938;Обработка в ЭВМ
36250;36220;0;4;938;Обработка в канале
36250;36250;0;3;939;Обработка в ЭВМ
36260;36250;0;3;939;Прием сигнала
36260;36250;0;4;939;Обработка в ЭВМ
36270;36250;0;4;939;Обработка в канале
36270;36250;0;5;939;Обработка в ЭВМ
36280;36250;0;5;939;Прием сигнала
36280;36250;0;5;939;Обработка в ЭВМ
36290;36250;0;5;939;Прием сигнала
36290;36250;0;5;939;Обработка в канале
36290;36290;0;4;940;Обработка в ЭВМ
36300;36290;0;4;940;Прием сигнала
36300;36290;0;4;940;Обработка в канале
36300;36290;0;5;940;Обработка в ЭВМ
36310;36290;0;5;940;Прием сигнала
36310;36290;0;5;940;Обработка в канале
36310;36290;0;5;940;Обработка в ЭВМ
36320;36290;0;5;940;Обработка в канале
36320;36320;0;4;941;Обработка в ЭВМ
36330;36320;0;4;941;Прием сигнала
36330;36320;0;4;941;Обработка в канале
36330;36320;0;4;941;Обработка в ЭВМ
36340;36320;0;4;941;Прием сигнала
36340;36320;0;4;941;Обработка в ЭВМ
36350;36320;0;4;941;Прием сигнала
36350;36320;0;4;941;Обработка в канале
36350;36320;0;4;941;Обработка в ЭВМ
36360;36320;0;4;941;Прием сигнала
36360;36360;0;3;942;Обработка в ЭВМ
36370;36360;0;3;942;Прием сигнала
36370;36360;0;3;942;Обработка в канале
36370;36360;0;3;942;Обработка в ЭВМ
36380;36360;0;3;942;Обработка в ЭВМ
36390;36360;0;3;942;Прием сигнала
36390;36360;0;3;942;Обработка в канале
36390;36360;0;4;942;Обработка в ЭВМ
36400;36360;0;4;942;Обработка в канале
36400;36400;0;3;943;Обработка в ЭВМ
36410;36400;0;3;943;Прием сигнала
36410;36400;0;3;943;Обработка в канале
36410;36400;0;4;943;Обработка в ЭВМ
36420;36400;0;4;943;Обработка в канале
36420;36400;0;4;943;Обработка в ЭВМ
36430;36400;0;4;943;Обработка в канале
36430;36400;0;5;943;Обработка в ЭВМ
36440;36400;0;5;943;Прием сигнала
36440;36440;0;4;944;Обработка в ЭВМ
36450;36440;0;4;944;Прием сигнала
36450;36440;0;4;944;Обработка в канале
36450;36440;0;4;944;Обработка в ЭВМ
36460;36440;0;4;944;Обработка в ЭВМ
36470;36440;0;4;944;Прием сигнала
36470;36440;0;4;944;Обработка в канале
36470;36440;0;4;944;Обработка в ЭВМ
36480;36440;0;4;944;Прием сигнала
36480;36440;0;4;944;Обработка в канале
36480;36480;0;3;945;Обработка в ЭВМ
36490;36480;0;3;945;Обработка в канале
36490;36480;0;3;945;Обработка в ЭВМ
36500;36480;0;4;945;Обработка в ЭВМ
36510;36480;0;4;945;Прием сигнала
36510;36480;0;4;945;Обработка в канале
36510;36510;0;3;946;Обработка в ЭВМ
36520;36510;0;3;946;Прием сигнала
36520;36510;0;4;946;Обработка в ЭВМ
36530;36510;0;4;946;Прием сигнала
36530;36510;0;4;946;Обработка в канале
36530;36510;0;4;946;Обработка в ЭВМ
36540;36510;0;4;946;Прием сигнала
36540;36510;0;5;946;Обработка в ЭВМ
36550;36510;0;5;946;Обработка в канале
36550;36550;0;4;947;Обработка в ЭВМ
36560;36550;0;4;947;Прием сигнала
36560;36550;0;4;947;Обработка в канале
36560;36550;0;4;947;Обработка в ЭВМ
36570;36550;0;4;947;Обработка в канале
36570;36550;0;4;947;Обработка в ЭВМ
36580;36550;0;4;947;Прием сигнала
36580;36580;0;3;948;Обработка в ЭВМ
36590;36580;0;3;948;Прием сигнала
36590;36580;0;3;948;Обработка в канале
36590;36580;0;4;948;Обработка в ЭВМ
36600;36580;0;4;948;Прием сигнала
36600;36580;0;4;948;Обработка в канале
36600;36580;0;4;948;Обработка в ЭВМ
36610;36580;0;4;948;Обработка в канале
36610;36580;0;4;948;Обработка в ЭВМ
36620;36580;0;4;948;Прием сигнала
36620;36620;0;3;949;Обработка в ЭВМ
36630;36620;0;3;949;Прием сигнала
36630;36620;0;3;949;Обработка в канале
36630;36620;0;4;949;Обработка в ЭВМ
36640;36620;0;4;949;Обработка в канале
36640;36620;0;5;949;Обработка в ЭВМ
36650;36620;0;5;949;Прием сигнала
36650;36620;0;5;949;Обработка в канале
36650;36620;0;5;949;Обработка в ЭВМ
36660;36620;0;5;949;Прием сигнала
36660;36620;0;5;949;Обработка в канале
36660;36660;0;4;950;Обработка в ЭВМ
36670;36660;0;4;950;Прием сигнала
36670;36660;0;4;950;Обработка в ЭВМ
36680;36660;0;4;950;Прием сигнала
36680;36660;0;4;950;Обработка в канале
36680;36660;0;5;950;Обработка в ЭВМ
36690;36660;0;5;950;Обработка в ЭВМ
36700;36660;0;5;950;Прием сигнала
36700;36660;0;5;950;Обработка в канале
36700;36700;0;4;951;Обработка в ЭВМ
36710;36700;0;4;951;Прием сигнала
36710;36700;0;4;951;Обработка в ЭВМ
36720;36700;0;4;951;Обработка в канале
36720;36700;0;5;951;Обработка в ЭВМ
36730;36700;0;5;951;Прием сигнала
36730;36730;0;4;952;Обработка в ЭВМ
36740;36730;0;4;952;Прием сигнала
36740;36730;0;4;952;Обработка в канале
36740;36730;0;5;952;Обработка в ЭВМ
36750;36730;0;5;952;Прием сигнала
36750;36730;0;5;952;Обработка в канале
36750;36730;0;5;952;Обработка в ЭВМ
36760;36730;0;5;952;Прием сигнала
36760;36730;0;5;952;Обработка в ЭВМ
36770;36730;0;5;952;Обработка в канале
36770;36770;0;4;953;Обработка в ЭВМ
36780;36770;0;4;953;Обработка в канале
36780;36770;0;4;953;Обработка в ЭВМ
36790;36770;0;4;953;Прием сигнала
36790;36770;0;4;953;Обработка в ЭВМ
36800;36770;0;4;953;Обработка в канале
36800;36770;0;4;953;Обработка в ЭВМ
36810;36770;0;4;953;Прием сигнала
36810;36810;0;3;954;Обработка в ЭВМ
36820;36810;0;3;954;Прием сигнала
36820;36810;0;3;954;Обработка в канале
36820;36810;0;3;954;Обработка в ЭВМ
36830;36810;0;3;954;Прием сигнала
36830;36810;0;4;954;Обработка в ЭВМ
36840;36810;0;4;954;Прием сигнала
36840;36810;0;4;954;Обработка в канале
36840;36840;0;3;955;Обработка в ЭВМ
36850;36840;0;4;955;Обработка в ЭВМ
36860;36840;0;4;955;Прием сигнала
36860;36840;0;4;955;Обработка в канале
36860;36840;0;4;955;Обработка в ЭВМ
36870;36840;0;4;955;Прием сигнала
36870;36840;0;4;955;Обработка в канале
36870;36870;0;3;956;Обработка в ЭВМ
36880;36870;0;3;956;Прием сигнала
36880;36870;0;3;956;Обработка в ЭВМ
36890;36870;0;3;956;Прием сигнала
36890;36870;0;3;956;Обработка в канале
36890;36870;0;3;956;Обработка в ЭВМ
36900;36870;0;3;956;Прием сигнала
36900;36900;0;2;957;Обработка в ЭВМ
36910;36900;0;2;957;Прием сигнала
36910;36900;0;2;957;Обработка в канале
36910;36900;0;3;957;Обработка в ЭВМ
36920;36900;0;3;957;Прием сигнала
36920;36900;0;3;957;Обработка в канале
36920;36900;0;4;957;Обработка в ЭВМ
36930;36900;0;5;957;Обработка в ЭВМ
36940;36900;0;5;957;Прием сигнала
36940;36900;0;5;957;Обработка в канале
36940;36940;0;4;958;Обработка в ЭВМ
36950;36940;0;4;958;Обработка в канале
36950;36940;0;5;958;Обработка в ЭВМ
36960;36940;0;5;958;Прием сигнала
36960;36940;0;5;958;Обработка в канале
36960;36940;0;5;958;Обработка в ЭВМ
36970;36940;0;5;958;Прием сигнала
36970;36940;0;5;958;Обработка в ЭВМ
36980;36940;0;5;958;Обработка в канале
36980;36980;0;4;959;Обработка в ЭВМ
36990;36980;0;4;959;Прием сигнала
36990;36980;0;4;959;Обработка в канале
36990;36980;0;4;959;Обработка в ЭВМ
37000;36980;0;4;959;Прием сигнала
37000;36980;0;4;959;Обработка в ЭВМ
37010;36980;0;4;959;Прием сигнала
37010;36980;0;4;959;Обработка в канале
37010;37010;0;3;960;Обработка в ЭВМ
37020;37010;0;3;960;Обработка в ЭВМ
37030;37010;0;3;960;Прием сигнала
37030;37010;0;3;960;Обработка в канале
37030;37010;0;3;960;Обработка в ЭВМ
37040;37010;0;3;960;Прием сигнала
37040;37010;0;3;960;Обработка в канале
37040;37010;0;4;960;Обработка в ЭВМ
37050;37010;0;4;960;Прием сигнала
37050;37010;0;4;960;Обработка в канале
37050;37050;0;3;961;Обработка в ЭВМ
37060;37050;0;3;961;Прием сигнала
37060;37050;0;3;961;Обработка в ЭВМ
37070;37050;0;3;961;Прием сигнала
37070;37050;0;3;961;Обработка в канале
37070;37050;0;4;961;Обработка в ЭВМ
37080;37050;0;4;961;Прием сигнала
37080;37050;0;5;961;Обработка в ЭВМ
37090;37050;0;5;961;Обработка в канале
37090;37090;0;4;962;Обработка в ЭВМ
37100;37090;0;4;962;Прием сигнала
37100;37090;0;4;962;Обработка в ЭВМ
37110;37090;0;4;962;Прием сигнала
37110;37090;0;4;962;Обработка в канале
37110;37090;0;5;962;Обработка в ЭВМ
37120;37090;0;5;962;Прием сигнала
37120;37090;0;5;962;Обработка в ЭВМ
37130;37090;0;5;962;Прием сигнала
37130;37090;0;5;962;Обработка в канале
37130;37130;0;4;963;Обработка в ЭВМ
37140;37130;0;4;963;Обработка в канале
37140;37130;0;4;963;Обработка в ЭВМ
37150;37130;0;4;963;Прием сигнала
37150;37130;0;4;963;Обработка в ЭВМ
37160;37130;0;4;963;Прием сигнала
37160;37130;0;4;963;Обработка в канале
37160;37160;0;3;964;Обработка в ЭВМ
37170;37160;0;3;964;Прием сигнала
37170;37160;0;3;964;Обработка в ЭВМ
37180;37160;0;3;964;Прием сигнала
37180;37160;0;3;964;Обработка в канале
37180;37160;0;4;964;Обработка в ЭВМ
37190;37160;0;4;964;Прием сигнала
37190;37160;0;4;964;Обработка в канале
37190;37160;0;4;964;Обработка в ЭВМ
37200;37200;0;3;965;Обработка в ЭВМ
37210;37200;0;3;965;Прием сигнала
37210;37200;0;3;965;Обработка в канале
37210;37200;0;3;965;Обработка в ЭВМ
37220;37200;0;3;965;Обработка в ЭВМ
37230;37200;0;3;965;Прием сигнала
37230;37200;0;3;965;Обработка в канале
37230;37200;0;4;965;Обработка в ЭВМ
37240;37200;0;4;965;Прием сигнала
37240;37240;0;3;966;Обработка в ЭВМ
37250;37240;0;3;966;Прием сигнала
37250;37240;0;3;966;Обработка в канале
37250;37240;0;4;966;Обработка в ЭВМ
37260;37240;0;4;966;Прием сигнала
37260;37240;0;4;966;Обработка в канале
37260;37240;0;4;966;Обработка в ЭВМ
37270;37240;0;4;966;Прием сигнала
37270;37240;0;4;966;Обработка в канале
37270;37270;0;3;967;Обработка в ЭВМ
37280;37270;0;3;967;Прием сигнала
37280;37270;0;3;967;Обработка в канале
37280;37270;0;4;967;Обработка в ЭВМ
37290;37270;0;4;967;Прием сигнала
37290;37270;0;4;967;Обработка в канале
37290;37270;0;4;967;Обработка в ЭВМ
37300;37270;0;4;967;Прием сигнала
37300;37270;0;4;967;Обработка в ЭВМ
37310;37270;0;4;967;Прием сигнала
37310;37270;0;4;967;Обработка в канале
37310;37310;0;3;968;Обработка в ЭВМ
37320;37310;0;3;968;Прием сигнала
37320;37310;0;3;968;Обработка в канале
37320;37310;0;4;968;Обработка в ЭВМ
37330;37310;0;4;968;Прием сигнала
37330;37310;0;4;968;Обработка в ЭВМ
37340;37310;0;4;968;Прием сигнала
37340;37310;0;4;968;Обработка в канале
37340;37310;0;4;968;Обработка в ЭВМ
37350;37350;0;3;969;Обработка в ЭВМ
37360;37350;0;3;969;Прием сигнала
37360;37350;0;3;969;Обработка в канале
37360;37350;0;4;969;Обработка в ЭВМ
37370;37350;0;4;969;Прием сигнала
37370;37350;0;4;969;Обработка в канале
37370;37350;0;5;969;Обработка в ЭВМ
37380;37350;0;5;969;Обработка в ЭВМ
37390;37350;0;5;969;Прием сигнала
37390;37350;0;5;969;Обработка в канале
37390;37390;0;4;970;Обработка в ЭВМ
37400;37390;0;4;970;Прием сигнала
37400;37390;0;4;970;Обработка в канале
37400;37390;0;5;970;Обработка в ЭВМ
37410;37390;0;5;970;Прием сигнала
37410;37390;0;5;970;Обработка в ЭВМ
37420;37390;0;5;970;Обработка в канале
37420;37390;0;5;970;Обработка в ЭВМ
37430;37390;0;5;970;Прием сигнала
37430;37430;0;4;971;Обработка в ЭВМ
